_id,Commodity Code,Commodity Title
o_tools/7889a977-8999-4124-ae8c-85e0da3d0792,43211509,Tablet computers
o_tools/9a30c2d5-107e-4e49-ac1c-0c7018acf62d,44101508,Laser fax machine
o_tools/60beb92e-e5e4-418e-89ea-3eb16edf94df,43222625,Access servers
o_tools/72027e0a-1284-4e66-9f7b-d9c3603c7eb7,43211501,Computer servers
o_tools/df623c83-9256-4d1c-841e-3e1c973185d3,27113203,Computer tool kits
o_tools/1caec2ad-a6f6-4c6b-8126-416dcc7b9cdf,43201407,Peripheral controller cards
o_tools/6267780f-7524-44a9-bbc8-59b61f2602a4,43212104,Inkjet printers
o_tools/5c2a63c8-2f22-4cdc-9174-37e761b5b6a9,43211512,Mainframe computers
o_tools/442deb3f-b458-4eae-86ad-d37874d7938d,41113711,Network analyzers
o_tools/05910bb8-f249-4b95-a595-8ee0a1ade32d,43201404,Network interface cards
o_tools/8476b54b-6f39-4c48-abbc-30fe5bf5bf71,43222609,Network routers
o_tools/8eabe081-6016-4489-bcfd-8bc4f7e868f3,43222612,Network switches
o_tools/b58d734e-46f3-4264-81d0-b09fbb386b7a,43201537,Print servers
o_tools/8a01f030-8358-411c-9606-6cf8d4a13579,27111505,Punches or nail sets or drifts
o_tools/a54c6146-9efa-445a-b7b2-df82b64bb119,43222627,Integrated services digital network ISDN access devices
o_tools/b030c2f9-13fa-4fd0-ab2a-93e3912cd001,27111701,Screwdrivers
o_tools/3dfc2f63-690f-431b-8a6a-0b9ad3c01031,43221522,Teleconference equipment
o_tools/2ee9f600-818e-490d-adf1-44238431734a,43211502,High end computer servers
o_tools/8b010ff0-38ef-419c-963b-11e2e11bba38,24101603,Forklifts
o_tools/33a3f855-26cf-434b-a053-996bc1342f66,27111803,Squares
o_tools/de78445c-694e-4e00-b60e-9072cc528869,27111801,Tape measures
o_tools/57abdbd5-4736-4816-84c3-e5bd8103a194,41111648,Taper gauge
o_tools/b893dac5-cf80-4bdf-8eb9-3ac6f02b5f30,41111621,Calipers
o_tools/a53f78d9-c3da-4c8c-bf9c-bf9154ffb6fd,41121502,Laboratory diluters
o_tools/e3692c4c-bba2-497e-beb4-c8731af1c7a9,41113037,Microplate readers
o_tools/c016efb4-2727-48c0-82ac-35ac416b3ef9,41115819,Immunology analyzers
o_tools/9127f58d-ac94-4ec7-96fd-b4562ef09650,41105307,Instrumentation for capillary electrophoresis
o_tools/32e135aa-ff78-42a8-ace3-62ba347a48d4,41115408,Infrared spectrometers
o_tools/31d55741-43a3-4464-a9b1-030aa09338c7,41115703,Gas chromatographs
o_tools/3b7add5b-75b0-49ac-83c7-da65ead14190,41111517,Analytical balances
o_tools/7cfab655-066d-4766-ab84-4f8f89d90ae2,41103903,Benchtop centrifuges
o_tools/6c4b2a52-d48f-4cb7-bdcd-775486994fd0,41104806,Extracting equipment for laboratories
o_tools/e74bbff0-f43b-456b-87b3-54f5c66c3bee,41111513,Moisture balances
o_tools/45070b4d-53ea-4838-bdfe-40a856036f19,41115705,Liquid chromatographs
o_tools/c2714979-656b-4993-8a97-b65e05a418a6,41115603,pH meters
o_tools/fafdc84d-bd70-4e35-b24e-f91162018228,41115602,Titration equipment
o_tools/eb9e614f-b013-4850-97c9-b9037214830f,26111601,Diesel generators
o_tools/0aae2962-6c7b-4250-a6cc-43819dd82093,40151510,Water pumps
o_tools/493d3daf-2fb7-4f05-8596-35bc03ba775c,24101623,Tower cranes
o_tools/a42b0bd1-af74-4b5b-affb-97e3c027a827,43191510,Two way radios
o_tools/de422d00-554e-4d97-8854-7b7efb8da352,32101628,Microcontrollers
o_tools/4f862f22-4106-49c1-a1b2-ed6ac622e117,41104008,Air samplers or collectors
o_tools/9c357a7b-7e82-4bbb-8707-442486df4ca7,40141607,Ball valves
o_tools/1a0c28af-33e9-40bb-b236-c45132ca83b9,24101712,Belt conveyors
o_tools/56ded56b-90ec-4e17-aa3e-2fc6af3808c7,46182002,Respirators
o_tools/7e3ebe7e-2a9e-44f3-9309-1aae2882e19d,46171603,Clock timers
o_tools/1d22c23d-6c99-4a60-bc41-f41bcb176707,46171604,Alarm systems
o_tools/b44685be-1d0f-42da-bab2-8556aa620d5b,41104301,Standard fermentation units
o_tools/abece195-c0d6-452b-bbc0-0fab953461f3,40141609,Control valves
o_tools/307ab63d-7115-447e-8bb6-5418b0baeaca,40141613,Gate valves
o_tools/bf21ded3-e579-4914-ad9f-6639e81f5aaf,41121805,Laboratory graduated cylinders
o_tools/3e1cb501-cb6b-4a63-b9d8-c1c484e5e6c6,41104501,Laboratory mechanical convection ovens
o_tools/60a68d8f-6e26-4172-99a7-48ac666cce49,40151506,Hand pumps
o_tools/90237da0-d3af-4507-9d9d-3111d811dff1,47131905,Spill kits
o_tools/bafe096f-e3cb-4481-a465-c80c2549df89,41112304,Moisture meters
o_tools/5c1f083f-f4cd-4a9e-8d5e-8e125eb62063,41105003,Test sieves
o_tools/4979eea7-f867-4435-a410-892ddd5a23ce,41121804,Laboratory flasks
o_tools/388a3b8d-a28e-404c-bb53-9f71cb593bf7,41104015,Plant samples analysis equipment
o_tools/1b95ee5e-3c85-4550-b0d6-45e72ac9177d,46182004,Respiration air supplying self contained breathing apparatus or accessories
o_tools/39d58d4f-439f-4afb-a900-af15ce5e64f3,40141611,Globe valves
o_tools/8e330414-89fd-43e9-ae3c-80dccbcdbacc,40102001,Fire tube boilers
o_tools/5d31c3f8-3232-4dd3-bc03-0482cce22e24,40101703,Evaporative coolers
o_tools/5734f899-36e9-4cb0-9bb0-cd6237fbd9cc,26111608,Steam generators
o_tools/e0e57a40-b099-4c4b-8835-436ad5bd40bc,24101708,Extendable conveyors
o_tools/fdce43b7-6daf-41cb-817e-40d07a054311,40102002,Water tube boiler
o_tools/fb8d6665-addc-45f3-908b-59a6e18d019c,26101505,Steam engines
o_tools/5f26ca4f-2909-4137-9029-ad2467e0aef7,41104007,Water samplers
o_tools/baf13801-28fa-4f78-bbdf-8417ebcdafe9,22101715,Batching plants or feeders
o_tools/ad852e6b-124e-4447-a96f-4c5492c3b908,25101905,All terrain vehicles tracked or wheeled
o_tools/934e512b-9dea-4077-8338-835c390119e3,26131701,Combustible or hazardous gas detectors for power generators
o_tools/cc42d966-0ff0-421d-ac35-50dbaad3dcf0,26131608,Flare or vent stacks
o_tools/c9bd0c8a-b8eb-4252-83ff-b0deb2bd81f3,46171613,Gas detectors
o_tools/e5e8f89f-2862-4a82-a5bb-a0d4382df14a,26111604,Gas generators
o_tools/8f561b3f-61a0-4ed9-8dcf-a805671260ed,41114401,Anemometers
o_tools/28ce95ad-13c8-42b0-b58d-f952e2b7f9ef,41113118,Multi gas monitors
o_tools/20a3af5d-0320-4038-8fd8-4b5a6867483b,41113110,Oxygen gas analyzers
o_tools/9bf2d052-b977-4275-b6a2-7ff4966ce933,41111927,Pressure sensors
o_tools/2367eae9-ba0c-461d-8fdb-23d97f57439b,40141604,Safety valves
o_tools/7272db7a-0ea0-46f8-bcf4-fce5688eeea7,25101507,Light trucks or sport utility vehicles
o_tools/18ce5623-1b8a-447f-9330-c0bb17fc4c7f,40142207,Water level regulator
o_tools/03ce83e4-6ba9-41d2-96ae-5e8886bb10e0,39121601,Circuit breakers
o_tools/665bef79-3985-498d-a70d-bd94bd6c3c37,26131808,Substation load control switchgears
o_tools/49e411e9-2e5e-49c3-bda3-54c1f04ff310,26111606,Hydraulic generators
o_tools/1c39acf2-be92-409d-9bf5-67d7149f2104,26131803,Generator control or protection panels
o_tools/66af3544-de96-4273-b3cc-94880942b82d,26101506,Turbine engines
o_tools/d75abe49-590e-4d46-8640-fea9f84e99ed,39121002,Power supply transformers
o_tools/307b6493-f970-4309-9758-39948a312ea4,46181902,Ear muffs
o_tools/d7dcef45-a70a-489f-8421-fd7d9f283678,46181802,Safety glasses
o_tools/baf69dee-a1bd-4530-81cf-17f743b738b9,43211701,Bar code reader equipment
o_tools/d8d2fd3e-2725-4de5-b999-92c401ded28c,55121608,Bar code labels
o_tools/af1dd52a-d53f-4d53-86e3-a957468d7642,43221721,Radio frequency data communication equipment
o_tools/8972e990-b9e1-4f56-a829-723de299a9d0,43211710,Radio frequency identification devices
o_tools/a9ad1336-b365-4af7-a847-a4066dc2c2ad,43223209,Location based messaging service platforms
o_tools/958c2fbf-2ff8-4580-956e-352b38e09b75,25173107,Vehicular global positioning system GPS
o_tools/cc1d24e6-a4e6-41c5-bdeb-df2f89e7a813,24101505,Pallet trucks
o_tools/f2013a97-cb91-4d99-8364-cacab554026e,46181509,Hazardous material protective apparel
o_tools/332ab6f2-d3d9-4c63-a060-2f30b3290b49,45111614,Liquid crystal display projector
o_tools/11ed35ed-6e3a-4df7-991b-81deed7d247c,43201811,Read write digital versatile disc DVD
o_tools/25f2d174-9a09-4efe-8e12-eac99973c559,46171621,Surveillance video or audio recorders
o_tools/56e5de47-5bcf-45ee-b2dd-bf6855772869,52161543,MP3 players or recorders
o_tools/a51534bf-725f-4697-829f-020be5069e3e,21101805,Fog or mist generators
o_tools/741dd358-d1bb-4600-ac27-44685fc99804,22101713,Backhoe boom or boom sections
o_tools/641b7a1c-5d0b-4127-abc4-a597a7e19a40,41111507,Bench scales
o_tools/852ba0b4-0fb1-428e-a705-67f640e96b9c,21102303,Greenhouse ventilation equipment
o_tools/55cfea28-b5cb-4a82-9bc7-da8d36b9757c,21101801,Sprayers
o_tools/95dab4a2-365f-45ee-b178-91e578418170,27112715,Power chippers
o_tools/3f94e637-8d74-4c91-aca9-36bb6b7acef3,21101806,Composter
o_tools/89357a6c-eb38-4a86-937b-9d79d010b12e,27112703,Power drills
o_tools/6f0ffd66-6cf7-4661-8610-a0e8e050c9b1,41112302,Psychrometers
o_tools/d97ca5bd-ea80-459d-b592-8057f3f54fd8,40151531,Dewatering pumps
o_tools/529c1473-e1ef-4384-8401-846c83d556e2,21101511,Irrigation trickles
o_tools/6a249481-c12e-4946-bbb5-91841daf9854,27112007,Secateurs or pruning shears
o_tools/2535d691-0cf7-461d-9fa5-7015f54a7834,30191501,Ladders
o_tools/c7825c62-9ad3-4340-b78f-e5c0bc366f62,21102301,Greenhouse irrigation equipment
o_tools/52909a29-b87e-4904-a878-2ed66f1c82bd,21101804,Fertilizer spreaders or distributors
o_tools/aa6e45b4-a2e4-49aa-a43b-1594716eca5e,27112901,Grease guns
o_tools/eb121253-9744-485d-ac93-a80ad2ae3824,27111508,Saws
o_tools/aa60e97b-e09f-4958-ba5a-36128ed5baf6,41112301,Hygrometers
o_tools/3922c779-d125-4a1a-a384-ad5e060cd869,21102302,Greenhouse pots
o_tools/a67f19a3-2ec2-42a4-a5af-64fc49b4a12d,21101803,Water sprinklers
o_tools/a6f35213-7eaf-4a04-83b1-3fdcdf66b7bd,27112015,Lawn scarifiers
o_tools/a03b2afb-100d-4d75-9e72-037da5b99e1f,27112014,Lawnmowers
o_tools/9e24712d-c716-4bfb-86be-dce3d5f61522,41115308,Lightmeters
o_tools/ba56a60a-64c4-44d3-ad95-ef88c91ea60a,21101503,Cultivators
o_tools/3b59dc16-1cca-4aad-bd28-d48fe633d9f4,27112907,Broadcast spreaders
o_tools/4fb61ee7-6f74-48d3-b9e2-575290f5caf9,25101901,Agricultural tractors
o_tools/b9f7b8ce-5671-476f-a46b-a934ca589211,40151601,Air compressors
o_tools/e0e5b4a3-02ca-4cb4-8a9e-c1509115b843,41113909,Soil core sampling apparatus
o_tools/8c83bd4b-f282-4e8c-8258-e2513d6934ae,41113708,Power meters
o_tools/3249037d-5248-4e9d-b6f6-6e6e808c04cf,25181701,Container trailers
o_tools/f886d3d1-1407-4382-87ec-f2dacab0fd2b,41102404,Laboratory heaters
o_tools/62e591d3-fbfe-4408-bb12-8ffbed1ec520,22101529,Skid steer loaders
o_tools/799ef8af-8d31-4b8d-8b81-3d67db4043c5,41115609,Conductivity meters
o_tools/9e5e2330-167d-42fb-bf7e-590a8949ee7c,41103801,Laboratory mixers
o_tools/f421ffc8-ecb4-4248-9895-0254ad2a901c,41112213,Handheld thermometer
o_tools/b9397b98-b988-4c6f-a964-f5cac4fa2546,42281508,Steam autoclaves or sterilizers
o_tools/ae1aa671-2638-4c62-97fa-390bd7ee28ce,41111703,Stereo or dissecting light microscopes
o_tools/624c2f7a-fc12-4a2a-8399-97194a0acdf9,21101602,Transplanters
o_tools/2b979225-aa6e-40c4-b65f-8d76885693c0,22101508,Trenching machines
o_tools/056028d5-fc8b-4b51-a57a-8e268f1fca7c,27112107,Adjustable widemouth pliers
o_tools/e5944522-6cd6-499c-b343-ab8e74d15278,42121507,Veterinary injection or suction units or accessories
o_tools/47c4f17c-7a30-4c02-8c77-09f609e4e09f,21101902,Animal husbandry equipment
o_tools/cc81b0d2-1262-4921-b096-4a584a5f701c,25181703,Livestock trailers
o_tools/916c2f6c-049f-49f3-9695-634cdd7718d4,22101509,Backhoes
o_tools/da4349f5-a4b1-4c60-a305-10aba3eba2e4,21101905,Livestock identification equipment
o_tools/139e6d22-ebd0-47ac-b0c5-be6db0bbb4a9,21101701,Mowers
o_tools/99b2d301-6284-44c7-80e9-b738866423c6,27112709,Power saws
o_tools/1e4d9b4e-ea81-4456-9006-138c2edaec09,27111618,Claw hammer
o_tools/dc011828-8058-4d62-bc3b-e7bb61a92551,21101703,Harvesters
o_tools/b960c05f-45c1-4f91-a89b-cb4248292cf8,25101601,Dump trucks
o_tools/e9433e7d-379f-4ae9-aa23-d39d519a2401,21101906,Egg inspection or collecting equipment
o_tools/b65ffdc4-06e0-4e3f-a4ab-750b8ed5baee,21101512,Irrigation overheads
o_tools/440df64e-18d1-4bc2-81d5-c15747af07a0,27112008,Hoes
o_tools/af41af38-18b1-489a-8216-a247d25df21d,27112004,Shovels
o_tools/e1679419-2444-42d4-a34d-ae91ff54ca5a,52161518,Global positioning system GPS receiver
o_tools/b16ef794-6641-4886-a4a9-fd0ceb841824,21101704,Combine harvesters
o_tools/74e16a17-0326-423a-aca5-466234f7a662,21101604,Seed drills
o_tools/4544a483-5dd7-46df-a782-cb1dc88425a9,23201202,Air dryers
o_tools/7d04c22a-63eb-4f70-a3e8-50e18a641767,41111509,Floor or platform scales
o_tools/299d6769-48c7-46ad-8e49-de3b6c9a97b9,21101702,Haymaking machinery
o_tools/b7ab14ff-5418-4c71-afcb-46ce18218b4d,25101611,Cargo trucks
o_tools/8bcce2c3-36b7-4c22-a343-c616b70a08b1,42121513,Veterinary castration instruments
o_tools/be401362-64c5-4e47-9991-49c94e74e8f2,21101901,Milking machines
o_tools/96edf7e8-3768-43bc-aeab-4c7267e78167,27112905,Oil can
o_tools/359a0dac-044b-41e3-9448-7ef697ea1d45,23271406,Spot welding machine
o_tools/dbefbea1-e1ec-4498-abae-d2942c6dc7bb,21101903,Incubators or brooders for poultry
o_tools/653676de-a1ef-42df-b249-df11355bc3f4,22101531,Snow blowers
o_tools/90609fc7-4413-46a7-a486-e1a42233f0b0,22101710,Snowplow attachments
o_tools/ccc05a80-0b5f-4e88-8b97-1919b5cee9b2,21101504,Weeders
o_tools/c77a066d-fb3b-477a-8d52-8a05356b3a29,27111707,Adjustable wrenches
o_tools/f1615abc-7eba-44cf-bf03-c51bd13805f9,40151501,Air pumps
o_tools/5dd896e1-65fa-492d-b744-f6cf4c7d0b06,21111601,Marine hatchery equipment
o_tools/26891518-d38c-4cf4-97af-444407496979,40161808,Biological filter media
o_tools/072c7926-ce42-49cf-ba02-1413cc348721,40151503,Centrifugal pumps
o_tools/00c9ac8e-af79-4b21-95bf-aa29137c844d,41112501,Flowmeters
o_tools/ed2f30cc-8eb9-41cb-a78c-93c96170458a,21111504,Commercial fishing nets
o_tools/7d18308e-17b4-4d7f-a765-59a9048d5bd8,41111902,Electronic counters
o_tools/94906383-aec4-49b4-beeb-2ab51f2ad727,10131601,Cages or its accessories
o_tools/39869b7f-e384-449c-a25e-8679d469bd5a,27111559,Hacksaw
o_tools/1acf20f0-b956-47b1-93b5-ed1b177331be,41115611,Dissolved oxygen meters
o_tools/efc5afde-74c1-4906-b2bc-1cf20a466765,47101541,Ozone water treatment equipment
o_tools/c1bb1296-4e03-4ad0-9f32-92e5ea9f41f9,27111749,Pipe wrench or stillson wrench
o_tools/55ff638b-34ec-4a5e-b271-5ae5213d9d8d,27112716,Power nail guns
o_tools/367aed52-32a5-439c-961c-13fee11e4500,27131528,Pneumatic nail puller
o_tools/cc129b99-c9ac-4fcf-a21d-267a52343293,23271702,Blow torch
o_tools/3b5ba6bd-fac8-45c7-9962-c6cc7a009bd3,27111930,Round file
o_tools/c9d8382f-15f0-4c38-bdd8-392840677b91,46181504,Protective gloves
o_tools/58139f52-79cb-4702-b814-3519816b1623,40161502,Water filters
o_tools/7303bc23-6328-442b-bfb2-ea41de5157ad,21111502,Commercial fishing reels
o_tools/4eb961ad-a054-4e38-89c8-15365a7c2c92,25101610,Water trucks
o_tools/664d2692-5e4b-41ae-9635-e0e6559dcf30,41112509,Air velocity and temperature monitors
o_tools/c8a3de8b-0545-443a-9884-dd3ce6b6b3d8,27112112,Tongue and groove pliers
o_tools/cf15893d-4e57-4669-990a-998df44f6390,23241610,Pipe or tube cutter
o_tools/58edb094-f91e-4e32-bdda-333bf7bfad1c,40151526,Turbine pumps
o_tools/d80833d3-6f3c-44da-85a5-6fc3fc363951,47101517,Ultraviolet disinfection equipment
o_tools/10463614-5fd9-4a12-8d06-b3c68017ab11,27111503,Utility knives
o_tools/7e23d7d6-05d1-42f9-abd1-c47b9887a7e9,41112504,Water meters
o_tools/c9d8620c-bc08-474f-ad86-e1e538a48155,41113319,Water analyzers
o_tools/0d884b7e-29ef-49a1-97e2-8a1b9011fb7e,27111906,Wood chisels
o_tools/985fb842-a77d-4d82-8f9d-9c5d5fcf3551,25201604,Aircraft guidance systems
o_tools/474b1c37-1f3c-409d-b72f-159ee6fbde78,25131801,Airships
o_tools/ccd24476-9f1b-4258-a45f-b4ff86895030,41115201,Radarbased surveillance systems
o_tools/39a48ec4-8cdc-437c-bdeb-fd959d7ca20b,41115307,Lasers
o_tools/4f0a39f7-a289-47b4-8ba6-18849dee35b4,27111802,Levels
o_tools/9cb6e283-d476-49e1-a190-c034934f93ae,45121522,Infrared camera
o_tools/b8f9ee2e-b0a9-4070-afed-f5099b2bddbb,41111938,Level sensors or transmitters
o_tools/a850d535-72f6-4cc6-9d5a-62386a320ba2,42172001,Emergency medical services first aid kits
o_tools/45278155-5c9b-4731-a341-e492705923b9,43211903,Touch screen monitors
o_tools/471ac275-813b-42b8-8023-f71d6915f02a,45111705,Public address systems
o_tools/4e90a2ab-f1d3-406b-a3cd-25b3b8d3aa2d,52161516,Digital video disk players or recorders
o_tools/e5d4468b-fe08-4c6f-a445-38ecba711e01,42172101,Automated external defibrillators AED or hard paddles
o_tools/08087754-eaf0-44fd-a4f3-aa03b90b20c3,42181602,Electronic blood pressure units
o_tools/c754e6c4-b527-492e-a16b-b5d445500200,42182704,Skinfold calipers
o_tools/e6c16988-c1c2-4ea3-977a-1543a4a15c62,49201516,Cross trainers
o_tools/aa1960ba-2211-4012-9eee-a6c4d5b02c31,49201501,Treadmills
o_tools/edec5d80-2f1c-4c8b-8ece-8ea294a6f349,49201606,Fitness weights
o_tools/115850a2-1622-4a05-bc36-d64b02cca96f,42182703,Patient height rulers
o_tools/2d94599e-a300-42de-8a41-dde145ec394d,49201603,Lower body resistance machines
o_tools/02337f68-530c-4cd7-8c1a-ccef9ceade20,42181603,Mercury blood pressure units
o_tools/7f8dc62d-3a40-4a0f-bd1a-ba2af684e9c6,49201503,Stationary bicycles
o_tools/a2f49923-f8ab-4dfc-975e-eb3e6c78f8d4,49201605,Upper body resistance machines
o_tools/a20316a2-e28e-4f0e-b3c0-e0ebb2b41c51,41111508,Bodyweight measuring scales
o_tools/f7e8ff36-da2b-4404-a7cf-3086c46a0667,43211712,Graphics tablets
o_tools/84f14d09-55c0-49bc-8b8d-e8d142c08b80,47101503,Carbon filtration equipment
o_tools/2b771fce-6042-4331-b029-6373c7e58229,41115714,Autosamplers
o_tools/e44959dc-ea30-4964-9381-1947465ddb0c,41104307,Microbiology fermentation equipment
o_tools/eebfce9b-cf5f-415d-a9da-46e3e0e6949b,41103507,HEPA filtered enclosures
o_tools/f70b4062-5e9e-4504-a45a-7c02c49406c1,41104802,Bi distillation units
o_tools/d045255a-6772-4b9d-93cd-f262e276c517,47101512,Mixers or agitators
o_tools/3e52f3de-3a3d-4249-95c3-abcea96a38c8,41111931,Flow sensors
o_tools/83a54ee9-d8b0-414c-ab41-6fc99d1e3c08,41104402,Forced air or mechanical convection general purpose incubators
o_tools/8904f524-9c79-4970-9290-ef168f09bd75,41115404,Mass spectrometers
o_tools/364bd906-277b-4c7b-9a34-7077dca6690c,41105314,Gel documentation systems
o_tools/2acca2d7-a437-4404-b87c-97583975f1d6,41115707,High pressure liquid chromatograph chromatography
o_tools/782a8c7c-b627-485f-bac1-e4865c1cc0f1,41111712,Inverted microscopes
o_tools/b07d4064-c34f-4ad9-86d3-c2783c62a0ee,41104405,Shaking incubators
o_tools/02f23a5e-06c0-452a-b8f4-7030062c6272,41106312,Rapid amplification or complementary deoxyribonucleic acid ends RACE technology products
o_tools/8727ebf4-6af8-48cd-aba9-d2a1b94d570d,41112403,Pressure indicators
o_tools/3ef9feba-1687-42ac-b1e2-36ab25db90ee,41115406,Spectrophotometers
o_tools/130ac3ed-5036-4043-bd32-43c5353a5fe3,41112210,Remote reading thermometers
o_tools/0ac9ad5b-e3d9-40f5-8b24-1352fdad3bfa,44101804,Cash registers
o_tools/1510a862-3332-4c7c-873e-4ec40a133dee,60121253,Art airbrushes
o_tools/afb8cf3e-4ae1-487e-8cfe-0976bae9dbf2,42262004,Embalming injecting tubes
o_tools/81c03cd0-2805-4422-87ab-221aaa888e7c,42261703,Autopsy tables or accessories
o_tools/c52d6429-ce22-4c3c-9154-cc4457f9ac45,42142402,Medical suction cannulas or tubes or accessories
o_tools/f912cd85-305a-491c-a7c0-ed3257813276,42261809,Cadaver lifter or transfer devices
o_tools/b106ea6d-4ae0-44c6-b77b-f46e6aac7b03,47131908,Absorbent pillows
o_tools/2f61dc24-53f5-4fec-b208-093675ea5c5e,22101507,Tampers
o_tools/fbc4b7c4-2d15-4ba3-90bc-48b48eb40a1c,42261802,Cadaver carriers
o_tools/e68b02c5-9e99-4743-87f3-523565bc12af,42312206,Suture needles
o_tools/c1beaaeb-1f3f-4bd2-9ba6-2485d40cde1c,42262104,Mortuary aspirators
o_tools/88833f72-2eda-4be4-ad01-28c063242e26,40151564,Chemical pumps
o_tools/c8c99dac-d18f-45fd-aa27-89d8a6509e9e,42261604,Autopsy head rests
o_tools/cd6c4596-2c61-44ad-998d-ec29c86018c6,25101506,Limousines
o_tools/3271c588-ab68-4f43-9046-573d5c190ca3,42142609,Medical syringe with needle
o_tools/a5dcb36a-1c41-4e73-a1a0-ed471dfef50f,42262002,Embalming vein drainage tubes
o_tools/9594f223-dcb2-4acd-bb81-06597db417e9,42291802,Surgical clamps or clips or forceps or accessories
o_tools/14f90ff2-47aa-432f-839d-b39c026984f3,40101502,Air exhausters
o_tools/52c50524-e418-4018-92b0-0054e23ac1e3,22101803,Articulating boom lift
o_tools/7dac9b10-0993-44b4-bf5b-02622bac57f7,31162407,Latch
o_tools/bd95716a-c623-46f7-a16b-b0c998907ec7,24101701,Conveyor roller
o_tools/7f767129-f486-4b80-9e2d-6c03bd9db1d6,25101505,Minivans or vans
o_tools/eddf5711-3833-483b-831c-37fc6ae5799f,42262102,Mortuary packs
o_tools/ac4dbf06-9b31-4b45-984a-01f9197c907c,42262007,Embalming injector needles
o_tools/d734fcf6-7492-494c-9518-1e36c4d4db6a,44102402,Dating or numbering machines
o_tools/8ea66884-b19a-4045-8df8-d960f6f5a22a,25101503,Automobiles or cars
o_tools/5fd5d8d0-81e2-4c50-8f57-596d8cfe012c,42261505,Autopsy knives or blades
o_tools/ad06442f-aafc-4acd-b89e-ef8b21bede94,42262005,Embalming sinks or accessories
o_tools/71c43ab0-77cf-4827-b3d8-78b14314269a,42291620,Surgical trocars for general use or accessories
o_tools/0f8d3ff9-b3f6-4816-b159-e0804a54ef0c,42261607,Autopsy specimen bags or containers
o_tools/582e663b-68bd-45ef-a2ca-656ee48bb6bf,46171612,Video monitors
o_tools/f8c2aa3c-4aa8-4681-939f-d8acc02ebee8,43221504,Premise branch exchange PBX systems
o_tools/e300a2fc-eb68-4498-8424-c0a4bfe44e24,43221519,Voice mail systems
o_tools/6b047d00-e4ea-40ad-a716-3ad83afb2189,43212107,Plotter printers
o_tools/77784c2a-88ad-4d6c-910b-7f626cdd6d7c,45121516,Digital camcorders or video cameras
o_tools/f3bfffe6-f646-46db-b08e-a586c536070b,41111709,Binocular light compound microscopes
o_tools/324ace94-1516-417b-88c8-107dc2ab63ed,41113117,Single gas monitors
o_tools/b7e4ca9d-276a-4f2c-8f2f-3dec85ac36f9,41113808,Gravimeters
o_tools/8e008e57-f7e2-4c3b-b73a-356afdc35b1e,41113322,Nitrogen or nitrate or nitrite analyzer
o_tools/6a2f9a6b-51c2-45a0-a74b-fe17e5cc04ec,41114405,Rainfall recorders
o_tools/acef9ec9-f6c4-4095-86b9-d88904200ce6,41114301,Open stream current meters
o_tools/5c7fb506-b237-4b92-9d63-79b2d173ae3e,41112222,Temperature gauge
o_tools/7989ad90-602d-4543-aaf0-6f6a1130e20c,41114204,Theodolites
o_tools/c6b7b982-86f2-4970-a703-bed7d60bfef6,47101516,Turbidimeters
o_tools/ca90f648-25e1-4c4b-a124-5a834396e18a,44103202,Time stamping machines
o_tools/5ca79714-04d3-4f31-a513-8909d0375435,41111510,Postal scales
o_tools/794692eb-51d2-4beb-885d-ad305db55543,25101604,Delivery trucks
