_id,Scale ID,Element ID,O*NET-SOC Code
o_jobAbilities/9a82c07b-3374-46ab-af28-796ddc6fb640,,1.A.2.a.2,11-1011.00
o_jobAbilities/fbd8dcd2-92c5-41c5-8462-4572508f9a09,,1.A.2.a.3,11-1011.00
o_jobAbilities/b28e7f21-1589-485f-b6e6-ab53673df977,,1.A.2.b.1,11-1011.00
o_jobAbilities/7ad90871-4b31-4eea-82bd-1f07366809e4,,1.A.2.b.2,11-1011.00
o_jobAbilities/94c5f285-eb59-4424-ab39-6dc7997589e8,,1.A.2.b.3,11-1011.00
o_jobAbilities/84a9bb20-3984-48ec-b985-48aa0b6512ec,,1.A.2.b.4,11-1011.00
o_jobAbilities/9638c6d0-41d6-4328-bb1a-c2d64a1bbe8a,,1.A.2.c.1,11-1011.00
o_jobAbilities/917e854f-c595-453c-b0bb-414256100330,,1.A.2.c.2,11-1011.00
o_jobAbilities/4552c91f-adb2-4636-9f4a-bc0de55a314c,,1.A.2.c.3,11-1011.00
o_jobAbilities/e579f444-f950-4a9d-998e-fe9f6ce80a49,,1.A.3.a.1,11-1011.00
o_jobAbilities/eb28795f-cd80-42be-a626-837e722bb98e,,1.A.3.a.2,11-1011.00
o_jobAbilities/d2035f5a-f53a-41c3-8350-8afaeb859944,,1.A.3.a.3,11-1011.00
o_jobAbilities/fd437c58-d8e7-418a-b55d-4b3dc2d6b581,,1.A.3.a.4,11-1011.00
o_jobAbilities/09733aec-d89f-4228-805a-477081b05af2,,1.A.3.b.1,11-1011.00
o_jobAbilities/c98470d3-b6ce-4c1a-9f02-18952a17902a,,1.A.3.c.1,11-1011.00
o_jobAbilities/45fe9002-6e4c-4dd0-a8c5-1add7b6a761e,,1.A.3.c.2,11-1011.00
o_jobAbilities/6c371e44-3ebe-486c-8fa4-a1de9afb8aac,,1.A.3.c.3,11-1011.00
o_jobAbilities/8d40f45e-37ca-4ba5-b719-fba8443f5f30,,1.A.3.c.4,11-1011.00
o_jobAbilities/b5e7abb7-5ff7-4209-86c5-5d8b66ff242a,,1.A.4.a.1,11-1011.00
o_jobAbilities/c4ede9fb-962a-438d-be7a-522d0fc1e340,,1.A.4.a.2,11-1011.00
o_jobAbilities/6cfa230a-fb0d-4355-adb5-60abc5eda0b1,,1.A.4.a.3,11-1011.00
o_jobAbilities/e5a96f6e-df40-4b5b-bfb6-a65c94fd4d42,,1.A.4.a.4,11-1011.00
o_jobAbilities/f76dcdb0-8a60-4c2f-a4db-734005a27fbd,,1.A.4.a.5,11-1011.00
o_jobAbilities/e7b719b9-200c-42ac-a45f-755549de6c99,,1.A.4.a.6,11-1011.00
o_jobAbilities/678feed0-9bcb-42b6-97c6-1842e7f211b3,,1.A.4.a.7,11-1011.00
o_jobAbilities/9d398f72-91d4-46da-9322-1cdb34a0e8ac,,1.A.4.b.1,11-1011.00
o_jobAbilities/4dcc0d43-09c9-4f83-97ce-7c700fde9b6b,,1.A.4.b.2,11-1011.00
o_jobAbilities/b22748ff-8cfe-48ee-9249-9d5e3a8fa231,,1.A.4.b.3,11-1011.00
o_jobAbilities/f2cfac8f-4b8e-46c2-8ce5-fb95b72d224c,,1.A.4.b.4,11-1011.00
o_jobAbilities/7ce8b84e-188d-4bb0-80ab-823c612b1863,,1.A.4.b.5,11-1011.00
o_jobAbilities/8eda86ef-8d1b-43b9-b460-8f62d72e22f0,,1.A.1.a.1,11-1011.03
o_jobAbilities/be10a677-e95c-4557-bec4-7a0a679f06f1,,1.A.1.a.2,11-1011.03
o_jobAbilities/abc43c9b-469c-448e-b46c-980787caee8f,,1.A.1.a.3,11-1011.03
o_jobAbilities/b993e659-49fd-4eb9-82c3-48c71019d17f,,1.A.1.a.4,11-1011.03
o_jobAbilities/f18fecfa-89d8-4f36-8a22-e3839cd74b6f,,1.A.1.b.1,11-1011.03
o_jobAbilities/fcd88bc0-034a-49e4-bac7-0fd9d534efe8,,1.A.1.b.2,11-1011.03
o_jobAbilities/8f80045c-c0bd-432f-aeb9-a0ceb0a2c6c5,,1.A.1.b.3,11-1011.03
o_jobAbilities/c1d45afa-69b5-4369-b703-2be2d1ca50d9,,1.A.1.b.4,11-1011.03
o_jobAbilities/874e97d0-b412-4b83-8ab1-5c920ad53625,,1.A.1.b.5,11-1011.03
o_jobAbilities/89b9647b-3930-4b1b-9877-24dcaf085ada,,1.A.1.b.6,11-1011.03
o_jobAbilities/c9f74c09-ada8-4b73-a4e5-1f625d4d0ab8,,1.A.1.b.7,11-1011.03
o_jobAbilities/80f83686-f016-4c4a-896d-89eabbbf99dd,,1.A.1.c.1,11-1011.03
o_jobAbilities/5edcc011-388e-4a4a-9498-10cd9fc65c74,,1.A.1.c.2,11-1011.03
o_jobAbilities/0317f5e3-6626-4586-86ae-a187dfa62d42,,1.A.1.d.1,11-1011.03
o_jobAbilities/5643e5af-93ed-403b-bb39-ff45454e6058,,1.A.1.e.1,11-1011.03
o_jobAbilities/c256a155-2214-493a-8397-9aefa4b917f2,,1.A.1.e.2,11-1011.03
o_jobAbilities/97e32318-2a05-48fc-9808-9945467bc096,,1.A.1.e.3,11-1011.03
o_jobAbilities/f65924ff-3677-4133-8dad-60d1642f72d8,,1.A.1.f.1,11-1011.03
o_jobAbilities/e1da71af-e25b-4dd0-a1cf-1b548f590657,,1.A.1.f.2,11-1011.03
o_jobAbilities/6f24a3d3-9268-4fde-9c05-b66117680752,,1.A.1.g.1,11-1011.03
o_jobAbilities/82c99ab3-e2fd-4824-9d08-7f47c8a5689d,,1.A.1.g.2,11-1011.03
o_jobAbilities/6c06fdad-ddc5-4c47-bdec-c266fff3b3c3,,1.A.2.a.1,11-1011.03
o_jobAbilities/46b3370c-61fa-4069-93b2-4c7080361eae,,1.A.2.a.2,11-1011.03
o_jobAbilities/e9031e14-04e1-4785-909d-20742eff0bfb,,1.A.2.a.3,11-1011.03
o_jobAbilities/c47fb850-0389-471b-baeb-9791b9e2cecd,,1.A.2.b.1,11-1011.03
o_jobAbilities/6a446e8b-f783-4db3-a856-d2c1ecf33f24,,1.A.2.b.2,11-1011.03
o_jobAbilities/69b05dec-5add-438f-940b-208aadd0c976,,1.A.2.b.3,11-1011.03
o_jobAbilities/382e2646-7dfc-43f8-a2cf-dea36bc204e7,,1.A.2.b.4,11-1011.03
o_jobAbilities/ceeefd11-3234-4ce5-85f8-60da883dd059,,1.A.2.c.1,11-1011.03
o_jobAbilities/fa9da590-cbb9-4419-9ed3-1ccb0e15fd61,,1.A.2.c.2,11-1011.03
o_jobAbilities/52479318-85fe-4d63-987b-f2b05d903c63,,1.A.2.c.3,11-1011.03
o_jobAbilities/33d36062-bc7c-4155-afaf-b533f402aacd,,1.A.3.a.1,11-1011.03
o_jobAbilities/53a92ed8-b0de-4245-ab9e-38e59d0b1f78,,1.A.3.a.2,11-1011.03
o_jobAbilities/1c9a4267-2319-4bd3-8cc0-ba235b15fd73,,1.A.3.a.3,11-1011.03
o_jobAbilities/12d8c24f-c03d-4423-a323-d0856ae2645e,,1.A.3.a.4,11-1011.03
o_jobAbilities/a521af27-f748-412c-9184-1e4d7b0a5324,,1.A.3.b.1,11-1011.03
o_jobAbilities/429c049a-68b9-4580-9e14-1f30390e1439,,1.A.3.c.1,11-1011.03
o_jobAbilities/2bf04abd-9831-4859-addd-54ff9187001c,,1.A.3.c.2,11-1011.03
o_jobAbilities/d1532959-cb27-4974-a46d-62fb3a8dcd67,,1.A.3.c.3,11-1011.03
o_jobAbilities/e7a5551d-24b3-4936-ab1c-e8cd71706c12,,1.A.3.c.4,11-1011.03
o_jobAbilities/fff2f223-4f84-41e7-b16a-72db787af490,,1.A.4.a.1,11-1011.03
o_jobAbilities/744e8711-3f94-4cb9-b508-33e2d536d2cc,,1.A.4.a.2,11-1011.03
o_jobAbilities/7fca2ee3-ee7f-46b2-9d24-6a45d0dd0661,,1.A.4.a.3,11-1011.03
o_jobAbilities/88139171-9b7e-4ec3-98b6-58f7d5681bbf,,1.A.4.a.4,11-1011.03
o_jobAbilities/1f9437ef-aad3-4ac3-8f33-56492f128de0,,1.A.4.a.5,11-1011.03
o_jobAbilities/e685728b-2f6b-4410-bdd4-4fef3ef31de3,,1.A.4.a.6,11-1011.03
o_jobAbilities/7f04395b-e896-4a26-b5b9-a75493f3cff5,,1.A.4.a.7,11-1011.03
o_jobAbilities/a8582d18-c0d4-4331-9698-767f291ea6c4,,1.A.4.b.1,11-1011.03
o_jobAbilities/4bd7d24e-8075-4c6e-bf90-cbbf34f30e4a,,1.A.4.b.2,11-1011.03
o_jobAbilities/dce9c2ca-abff-4b8b-99e7-814e13239153,,1.A.4.b.3,11-1011.03
o_jobAbilities/a25e7dc9-1824-4a0d-aaa0-fb1f54ea8b0f,,1.A.4.b.4,11-1011.03
o_jobAbilities/48acafb2-f635-4006-b084-7887e936f8b5,,1.A.4.b.5,11-1011.03
o_jobAbilities/b8bba8b4-960b-493e-844b-0cbee422edcd,,1.A.1.a.1,11-1021.00
o_jobAbilities/1b2bab59-f992-42ed-97db-b9df576aae47,,1.A.1.a.2,11-1021.00
o_jobAbilities/1f48d618-1963-494f-9db6-22d82428e7c8,,1.A.1.a.3,11-1021.00
o_jobAbilities/786c4abf-33db-4677-8cfb-64643d0e8fcb,,1.A.1.a.4,11-1021.00
o_jobAbilities/4591cca9-7945-49b6-9d9a-4cf25a72e1d9,,1.A.1.b.1,11-1021.00
o_jobAbilities/4f8f196d-21f7-421e-9743-83979e4c7bab,,1.A.1.b.2,11-1021.00
o_jobAbilities/950e08d7-b4eb-4fd4-a69d-c106f6519c05,,1.A.1.b.3,11-1021.00
o_jobAbilities/22cc230c-fa80-46d3-bc7d-28dc76a143eb,,1.A.1.b.4,11-1021.00
o_jobAbilities/a6ecca13-94a0-4e32-b688-e6e6e719f0bb,,1.A.1.b.5,11-1021.00
o_jobAbilities/b098e90b-7122-402a-ae03-410541b8c5a0,,1.A.1.b.6,11-1021.00
o_jobAbilities/cf318eea-1f45-4907-b7cb-117b91ee4e33,,1.A.1.b.7,11-1021.00
o_jobAbilities/4069ee57-77e6-4250-9725-36f4e94ce4f8,,1.A.1.c.1,11-1021.00
o_jobAbilities/6fb56fee-7bc4-4eff-937d-efcb9b5b22ef,,1.A.1.c.2,11-1021.00
o_jobAbilities/ba26db36-5e3d-42a0-8f70-1d199156c3fa,,1.A.1.d.1,11-1021.00
o_jobAbilities/973fb5f2-2de3-4738-9eee-fc50ff326f31,,1.A.1.e.1,11-1021.00
o_jobAbilities/20e83818-fa9f-4cb5-acf4-a4a5774bcdfa,,1.A.1.e.2,11-1021.00
o_jobAbilities/f55644fe-b432-44c9-9cdc-688a3065f545,,1.A.1.e.3,11-1021.00
o_jobAbilities/c7f0162e-de36-4078-b8f1-95fd2ffdf58d,,1.A.1.f.1,11-1021.00
o_jobAbilities/3472307f-7a95-4b23-9aff-e28080923950,,1.A.1.f.2,11-1021.00
o_jobAbilities/7992128e-ba92-433c-919c-bf44d3239208,,1.A.1.g.1,11-1021.00
o_jobAbilities/ed1e280b-1bff-4597-9d10-29af2a911cbf,,1.A.1.g.2,11-1021.00
o_jobAbilities/9144b8e0-75bc-4a14-9618-2a584a71f0e3,,1.A.2.a.1,11-1021.00
o_jobAbilities/cb492526-b1d3-45a8-9925-c9231f7849b5,,1.A.2.a.2,11-1021.00
o_jobAbilities/dd52e388-56b9-469f-897d-2e96bb600878,,1.A.2.a.3,11-1021.00
o_jobAbilities/1790e8ca-d6c4-4795-b2ce-7df166752b66,,1.A.2.b.1,11-1021.00
o_jobAbilities/55686425-03e0-4351-b5d6-783b1a81338f,,1.A.2.b.2,11-1021.00
o_jobAbilities/e7f91c6f-0e84-461f-af71-59877c52ba48,,1.A.2.b.3,11-1021.00
o_jobAbilities/97cdd853-9a21-421c-80d6-d5b17ef927e0,,1.A.2.b.4,11-1021.00
o_jobAbilities/b570d139-9d5e-4ce3-b378-db616aac2882,,1.A.2.c.1,11-1021.00
o_jobAbilities/fe787679-6317-4cac-96b8-63a5521c1c6c,,1.A.2.c.2,11-1021.00
o_jobAbilities/cc73bb44-9d24-46e2-a48d-1cbb7b5d4a3a,,1.A.2.c.3,11-1021.00
o_jobAbilities/0a33326f-3393-4760-9334-96d511ace296,,1.A.3.a.1,11-1021.00
o_jobAbilities/e2032d7d-3171-49a1-9e58-b0c326664e83,,1.A.3.a.2,11-1021.00
o_jobAbilities/91ff4a0e-34b4-4359-b610-5ab0df63c391,,1.A.3.a.3,11-1021.00
o_jobAbilities/cad03f6e-07bc-4fe5-9902-4ec2ab70c1f1,,1.A.3.a.4,11-1021.00
o_jobAbilities/91da344d-b4fb-4d89-b09d-f4395f4a67d6,,1.A.3.b.1,11-1021.00
o_jobAbilities/bda5f054-d999-4314-9333-8a371bcde92e,,1.A.3.c.1,11-1021.00
o_jobAbilities/c2d5e7e8-43f7-4fee-b8fa-f0e7bb9539b7,,1.A.3.c.2,11-1021.00
o_jobAbilities/7dd21e16-9949-4c19-a3d4-5c0e5213a34f,,1.A.3.c.3,11-1021.00
o_jobAbilities/eeafdfe5-8c48-44e2-86ce-6ec360d0d5d6,,1.A.3.c.4,11-1021.00
o_jobAbilities/dfbb346e-e5d1-459f-badb-e6afaad78ade,,1.A.4.a.1,11-1021.00
o_jobAbilities/6486b289-a509-4bb4-8612-9cb883a89c3b,,1.A.4.a.2,11-1021.00
o_jobAbilities/20c2d6f5-d21d-4523-9432-a983a989ad85,,1.A.4.a.3,11-1021.00
o_jobAbilities/a9eb3f3e-6d69-4e0f-93b8-2010bfc6c208,,1.A.4.a.4,11-1021.00
o_jobAbilities/71a46de5-aa77-4e3d-b9e9-e9e386839e20,,1.A.4.a.5,11-1021.00
o_jobAbilities/6f52fd0e-2137-496a-a6c5-c883095c919d,,1.A.4.a.6,11-1021.00
o_jobAbilities/1beff460-539a-42c4-805c-0de158e43b19,,1.A.4.a.7,11-1021.00
o_jobAbilities/9f19d37d-f1f0-4659-9353-1433843b4ad9,,1.A.4.b.1,11-1021.00
o_jobAbilities/c81790b9-0c97-41ad-bb9c-d3414c8fe5af,,1.A.4.b.2,11-1021.00
o_jobAbilities/9540954b-553b-4df1-af51-cbe42e669a74,,1.A.4.b.3,11-1021.00
o_jobAbilities/3de2f71f-aeca-4385-9080-99bb4927d2ee,,1.A.4.b.4,11-1021.00
o_jobAbilities/a61801b8-c294-47f9-a9a9-57b21ae72aa0,,1.A.4.b.5,11-1021.00
o_jobAbilities/9a4ece4c-c904-4d45-9a28-8d023ddef10c,,1.A.1.a.1,11-2011.00
o_jobAbilities/e5054956-6959-43df-a77d-9c50e8fe4798,,1.A.1.a.2,11-2011.00
o_jobAbilities/10bf5245-1706-4776-adf6-c3f8a1bdf3bf,,1.A.1.a.3,11-2011.00
o_jobAbilities/2021e803-5c29-49ec-b0f7-77f98cb49426,,1.A.1.a.4,11-2011.00
o_jobAbilities/cac56bd7-4a28-47d8-b291-b889a4d0034c,,1.A.1.b.1,11-2011.00
o_jobAbilities/4620dc1d-6e29-4f3a-91e4-99c4b8d84337,,1.A.1.b.2,11-2011.00
o_jobAbilities/3f4a8c08-76df-44b4-bee8-8462688a145b,,1.A.1.b.3,11-2011.00
o_jobAbilities/5f7a27ca-c3d3-46dd-9695-e364a4b2fc77,,1.A.1.b.4,11-2011.00
o_jobAbilities/3a072ef4-e54c-4984-88f0-4e92bdfe9792,,1.A.1.b.5,11-2011.00
o_jobAbilities/22d073ab-ac83-44b4-bb60-4c80f92a83f5,,1.A.1.b.6,11-2011.00
o_jobAbilities/14eccd87-3236-4363-badb-2a29c0ae9f94,,1.A.1.b.7,11-2011.00
o_jobAbilities/68f7e581-2caf-4a32-a670-f02db774378a,,1.A.1.c.1,11-2011.00
o_jobAbilities/99b6f84d-8597-4807-99cc-879e6fb9eac4,,1.A.1.c.2,11-2011.00
o_jobAbilities/8111f423-a6c1-4536-b3e7-09b2796ec456,,1.A.1.d.1,11-2011.00
o_jobAbilities/2ce8b95e-617c-48dc-8ba6-61bf0c64775f,,1.A.1.e.1,11-2011.00
o_jobAbilities/8bed5be8-198f-4bda-995b-625c14cf51ee,,1.A.1.e.2,11-2011.00
o_jobAbilities/5d37c15a-1dd3-4750-9a2e-c3723a546fd6,,1.A.1.e.3,11-2011.00
o_jobAbilities/9b64efae-ae04-42bb-9fd8-5e6e063232f2,,1.A.1.f.1,11-2011.00
o_jobAbilities/ab4552a0-2531-4d0d-b68b-7ce83db0aa89,,1.A.1.f.2,11-2011.00
o_jobAbilities/541cb6ee-feac-4a69-8c84-94f79c7241bc,,1.A.1.g.1,11-2011.00
o_jobAbilities/55609a0a-6cf0-4ddd-84bd-a2155a0da078,,1.A.1.g.2,11-2011.00
o_jobAbilities/b7958508-0811-48d8-beed-646a25bf0696,,1.A.2.a.1,11-2011.00
o_jobAbilities/dfa3c01f-6c56-4eef-a53e-ae0aaf53e2d6,,1.A.2.a.2,11-2011.00
o_jobAbilities/c41edb1c-0b65-4ff3-aa88-ac240729fdc5,,1.A.2.a.3,11-2011.00
o_jobAbilities/d66c9fef-b4e2-43e6-8fe9-911259998759,,1.A.2.b.1,11-2011.00
o_jobAbilities/c76c0cb5-afcc-45b6-aa0c-bafff7961b6b,,1.A.2.b.2,11-2011.00
o_jobAbilities/697088bb-ca79-46ef-acf6-5d12758393c2,,1.A.2.b.3,11-2011.00
o_jobAbilities/00aaedda-3c9e-42bb-ab47-0ee68a307237,,1.A.2.b.4,11-2011.00
o_jobAbilities/4c9c2db1-6a55-4e07-807e-9d87143ca99a,,1.A.2.c.1,11-2011.00
o_jobAbilities/a193cbbe-a06a-49fc-bbca-4df32b8ca9c7,,1.A.2.c.2,11-2011.00
o_jobAbilities/7000a615-1072-4d98-a621-c0fc0a73e358,,1.A.2.c.3,11-2011.00
o_jobAbilities/51a2fd69-f32d-400b-b6f4-2dd84de0b07f,,1.A.3.a.1,11-2011.00
o_jobAbilities/e4abd9ca-f0a5-4552-949a-bf213331f8e7,,1.A.3.a.2,11-2011.00
o_jobAbilities/8ab14cb2-c1a1-4d37-94fa-a65a80f67352,,1.A.3.a.3,11-2011.00
o_jobAbilities/8652a064-9644-442e-bdb5-d80c3fe9dd23,,1.A.3.a.4,11-2011.00
o_jobAbilities/d630793d-e586-4e9a-86f6-0661897cdbca,,1.A.3.b.1,11-2011.00
o_jobAbilities/b6acc50d-28fc-410a-a059-ecb0bed386ea,,1.A.3.c.1,11-2011.00
o_jobAbilities/22daa66a-61ac-4e88-a042-4fd1d5a4cbfb,,1.A.3.c.2,11-2011.00
o_jobAbilities/b30af499-d807-4f30-8f10-6f2f071b0439,,1.A.3.c.3,11-2011.00
o_jobAbilities/3c15094b-5713-4eb9-9a8d-7cb1cd61cb97,,1.A.3.c.4,11-2011.00
o_jobAbilities/7d6d3f5d-878c-418e-b93c-76f524912699,,1.A.4.a.1,11-2011.00
o_jobAbilities/4d0deca0-986a-4290-b41f-fb7db6aa5e7c,,1.A.4.a.2,11-2011.00
o_jobAbilities/79cb785e-7d35-4b15-8393-e2dace32fef6,,1.A.4.a.3,11-2011.00
o_jobAbilities/ca135de4-5f47-49be-b6ec-1247d7d1a391,,1.A.4.a.4,11-2011.00
o_jobAbilities/a706aebb-ae87-4659-8474-3aee305d444c,,1.A.4.a.5,11-2011.00
o_jobAbilities/e1be6e56-b105-4410-8f66-c9b2820595c6,,1.A.4.a.6,11-2011.00
o_jobAbilities/35fdc546-8371-41b8-b49a-4b78b4d5fe2a,,1.A.4.a.7,11-2011.00
o_jobAbilities/0e8e39f0-5a55-4acf-bbc8-28a46fbd65ac,,1.A.4.b.1,11-2011.00
o_jobAbilities/11226275-53ec-47c9-adeb-9a5649ac853d,,1.A.4.b.2,11-2011.00
o_jobAbilities/7934d76d-c85b-4d0f-b2d2-bf00bb06c2cb,,1.A.4.b.3,11-2011.00
o_jobAbilities/cb81f3ae-ef11-41e3-965f-cc282fd55a00,,1.A.4.b.4,11-2011.00
o_jobAbilities/3cc3783d-96a7-4ee1-884e-99b464979b56,,1.A.4.b.5,11-2011.00
o_jobAbilities/ff895f1e-ec52-467f-8eca-14a9a07c7ec1,,1.A.1.a.1,11-2021.00
o_jobAbilities/c173642c-b6ba-493a-beae-7c119e259661,,1.A.1.a.2,11-2021.00
o_jobAbilities/70e5561a-5b63-46ce-85d0-1ebd2d0b632b,,1.A.1.a.3,11-2021.00
o_jobAbilities/bf9d9539-3344-4b18-9bfc-2a5217cdb0bf,,1.A.1.a.4,11-2021.00
o_jobAbilities/b8eb7dc6-5731-4573-9b39-c7946c382f81,,1.A.1.b.1,11-2021.00
o_jobAbilities/1075de21-8438-409f-ac40-0c3213d838e9,,1.A.1.b.2,11-2021.00
o_jobAbilities/85cbbce2-58e9-4181-b1cc-fbb742d2fbe8,,1.A.1.b.3,11-2021.00
o_jobAbilities/47face69-6d4c-4125-8953-2e7ecd7b51f3,,1.A.1.b.4,11-2021.00
o_jobAbilities/60512cec-c2df-4402-b4e3-8dff10f67490,,1.A.1.b.5,11-2021.00
o_jobAbilities/6086a424-77f1-4623-b150-65055c1aab1e,,1.A.1.b.6,11-2021.00
o_jobAbilities/ff5266bf-bf62-48c8-919d-a5a06b20a4df,,1.A.1.b.7,11-2021.00
o_jobAbilities/9000b3f7-f041-4da1-9ad0-90c5e68945d7,,1.A.1.c.1,11-2021.00
o_jobAbilities/183168b8-f5d3-40b6-a47e-75409061a35c,,1.A.1.c.2,11-2021.00
o_jobAbilities/276856db-afbe-4f61-9395-0b4305d457bd,,1.A.1.d.1,11-2021.00
o_jobAbilities/0b05a223-9f02-4184-a8af-56adc2c7f76d,,1.A.1.e.1,11-2021.00
o_jobAbilities/20e8f280-b1d6-489f-b3dd-d419e66b87d2,,1.A.1.e.2,11-2021.00
o_jobAbilities/c6ad16be-31e4-4ac2-8694-352a4204d252,,1.A.1.e.3,11-2021.00
o_jobAbilities/1a341f3d-9024-49c7-8664-4fd4e451b3e6,,1.A.1.f.1,11-2021.00
o_jobAbilities/d6fc616d-3f07-4dd9-9763-5fc02103d29e,,1.A.1.f.2,11-2021.00
o_jobAbilities/6d4a93dc-e07c-40ff-81b6-5ae534c536b0,,1.A.1.g.1,11-2021.00
o_jobAbilities/efec84db-c31a-4dae-bce4-6f2218d08185,,1.A.1.g.2,11-2021.00
o_jobAbilities/582ba05d-d7da-422f-93e1-24548159a276,,1.A.2.a.1,11-2021.00
o_jobAbilities/3485398e-a649-4b00-8f77-b0869affa044,,1.A.2.a.2,11-2021.00
o_jobAbilities/d9e5b5d6-fbe0-4419-a5bf-f62794a1e00c,,1.A.2.a.3,11-2021.00
o_jobAbilities/1d6b873a-4a68-4d74-87c2-45fc35860e62,,1.A.2.b.1,11-2021.00
o_jobAbilities/d02caed8-0a51-4ee3-888b-c8175df77e7a,,1.A.2.b.2,11-2021.00
o_jobAbilities/6f1b346d-0d0c-4655-9174-665724685ded,,1.A.2.b.3,11-2021.00
o_jobAbilities/15f38834-f7c7-4150-9cac-bb70535d64ce,,1.A.2.b.4,11-2021.00
o_jobAbilities/bf974998-b83a-4dac-b5f1-e49f8ce1aae7,,1.A.2.c.1,11-2021.00
o_jobAbilities/586ca353-beb6-4ba9-8efb-27d3288b8bde,,1.A.2.c.2,11-2021.00
o_jobAbilities/9ec145e3-28b7-46ca-86b8-767fedd65869,,1.A.2.c.3,11-2021.00
o_jobAbilities/4d95c416-aaa2-4719-acc0-45cc8609896e,,1.A.3.a.1,11-2021.00
o_jobAbilities/aa0a9515-115b-42db-84ae-b0957072e519,,1.A.3.a.2,11-2021.00
o_jobAbilities/c9d58b5a-e944-4314-b5b2-652c7c53223f,,1.A.3.a.3,11-2021.00
o_jobAbilities/65b0549b-e283-483a-b5d6-c7e0746e0f09,,1.A.3.a.4,11-2021.00
o_jobAbilities/2a61ac95-4827-4c0c-8b47-1e0e6ce04f5e,,1.A.3.b.1,11-2021.00
o_jobAbilities/aa561990-ff97-46ec-b75a-9f7adea98ab6,,1.A.3.c.1,11-2021.00
o_jobAbilities/191c0a28-2fa0-474f-b295-6b6ffd111266,,1.A.3.c.2,11-2021.00
o_jobAbilities/69ba9613-204a-4562-8ece-21ebd80ab3b2,,1.A.3.c.3,11-2021.00
o_jobAbilities/20c35722-1f24-4807-beb9-d335ddc4d62e,,1.A.3.c.4,11-2021.00
o_jobAbilities/3683e46a-70ac-4fef-b578-c9ab513c262f,,1.A.4.a.1,11-2021.00
o_jobAbilities/936c03a7-7c70-4b94-a089-4cb6e2f9fa7a,,1.A.4.a.2,11-2021.00
o_jobAbilities/b66b64c0-aa8e-465b-b296-ac30184291d3,,1.A.4.a.3,11-2021.00
o_jobAbilities/cf2ea6f4-acd5-483f-9b15-a62b9e8b1488,,1.A.4.a.4,11-2021.00
o_jobAbilities/29725ec0-bb89-4dd7-b643-ed28212cda55,,1.A.4.a.5,11-2021.00
o_jobAbilities/fb17fd2d-f852-4dc6-aafa-dd9bf597bbda,,1.A.4.a.6,11-2021.00
o_jobAbilities/1003343b-27a0-4557-9b7c-ccab2c218e44,,1.A.4.a.7,11-2021.00
o_jobAbilities/b46f00e9-fd07-42be-91cd-6c3d0b27311b,,1.A.4.b.1,11-2021.00
o_jobAbilities/8acf7826-5966-4683-895f-fc419e76f30c,,1.A.4.b.2,11-2021.00
o_jobAbilities/e3f9f3b9-63dd-4b95-ad1e-792b2e042b29,,1.A.4.b.3,11-2021.00
